,2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
18,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
20,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
24,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
30,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
38,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
39,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
42,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
44,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
48,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
52,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
54,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
58,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
60,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
62,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
63,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
68,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
69,0,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
70,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
